,track_id,mfcc1,mfcc2,mfcc3,mfcc4,mfcc5,mfcc6,mfcc7,mfcc8,mfcc9,mfcc10,mfcc11,mfcc12,mfcc13,mfcc14,mfcc15,mfcc16,mfcc17,mfcc18,mfcc19,mfcc20,time_signature
0,10.0,-17.238174438476562,94.44202423095703,-48.61454772949219,32.370765686035156,-4.550583839416504,2.220590114593506,-2.271864891052246,2.682117223739624,-5.288854122161865,0.5125930309295654,-9.244275093078613,2.2399396896362305,-6.41642951965332,2.6771087646484375,-5.104512691497803,-0.9110984802246094,-3.207995653152466,3.043154001235962,-1.0365115404129028,3.882601022720337,4.0
1,141.0,-208.5692596435547,116.6339340209961,-1.7237118482589722,26.018598556518555,9.688706398010254,-4.179668426513672,7.235490798950195,-5.119751930236816,-0.05203258991241455,2.222994804382324,-3.3266000747680664,-3.3968029022216797,-4.810870170593262,3.130366563796997,-2.1266653537750244,5.0538330078125,-0.1700904667377472,3.0874364376068115,-8.66592788696289,-1.0981682538986206,3.0
2,213.0,-264.0207824707031,160.38706970214844,0.4993031322956085,15.058126449584961,12.012089729309082,-8.957159996032715,-10.785331726074219,0.9594125151634216,-8.229310989379883,-9.305219650268555,-11.673168182373047,-5.3708930015563965,-4.4906134605407715,-11.134264945983887,-18.518157958984375,-2.583430767059326,-4.884124755859375,1.371706485748291,4.428988456726074,-3.5843799114227295,4.0
3,534.0,-259.7943420410156,150.24081420898438,34.13901138305664,54.562171936035156,-13.361849784851074,4.054342746734619,11.77136516571045,-16.188499450683594,-5.989110469818115,-0.1534302979707718,-5.485358238220215,-4.746535301208496,-8.018499374389648,5.037823677062988,-1.81414794921875,0.6933888792991638,-1.8057669401168823,-3.202059507369995,-3.180232048034668,0.0887095257639885,4.0
4,540.0,-205.83363342285156,137.93319702148438,-4.343196392059326,56.332244873046875,-8.318016052246094,-1.2634023427963257,12.592693328857422,-10.305142402648926,-17.365617752075195,-0.6431897878646851,1.3938535451889038,-1.9294601678848267,-11.026437759399414,-0.8289570808410645,-10.977595329284668,-1.9216539859771729,-6.113031387329102,-1.2863774299621582,-0.2272220253944397,0.41907721757888794,3.0
5,546.0,-224.45986938476562,149.47352600097656,-0.8290017247200012,52.95329284667969,-15.921013832092285,-3.381422996520996,18.250694274902344,-5.688946723937988,-14.44113540649414,-1.021177053451538,-4.508304119110107,5.547150135040283,-13.397048950195312,-2.2016711235046387,-4.790521144866943,-5.839798927307129,0.3555905818939209,-3.003192663192749,1.5788971185684204,-1.3310118913650513,4.0
6,574.0,33.92192840576172,85.6325912475586,-17.0745906829834,21.03207015991211,5.007997035980225,-1.2213780879974365,-13.018933296203613,3.7915830612182617,-7.774296760559082,4.61290168762207,-2.9520583152770996,1.5562762022018433,-8.585412979125977,2.6197359561920166,-6.2999420166015625,-3.6498165130615234,-8.637075424194336,-0.3867015540599823,-6.258680820465088,1.3757655620574951,4.0
7,602.0,-400.41937255859375,171.9141082763672,25.53153419494629,21.928752899169922,19.85171127319336,4.602468490600586,-1.024896502494812,-8.144606590270996,-16.96696662902832,-14.918691635131836,-14.749411582946777,-15.996787071228027,-11.013328552246094,-5.42539644241333,-10.249826431274414,-4.336005210876465,-5.5076470375061035,-3.4577367305755615,-2.6099064350128174,3.5008718967437744,3.0
8,621.0,-117.5784912109375,110.76902770996094,-23.850234985351562,22.43044090270996,-9.623929977416992,5.846201419830322,-17.480405807495117,-2.28088641166687,-19.460296630859375,-5.167874336242676,-13.92948055267334,-11.085597038269043,-12.537519454956055,-8.386728286743164,-6.835582733154297,-3.6781435012817383,-12.788219451904297,-9.586775779724121,-9.775586128234863,-6.394219398498535,4.0
9,625.0,-123.76173400878906,113.14462280273438,-25.14369010925293,18.920225143432617,-0.3973759710788727,1.0618927478790283,-9.984304428100586,-9.836134910583496,-12.855828285217285,-1.5005139112472534,-9.175344467163086,-5.295554161071777,-9.4109468460083,-9.337569236755371,-11.471329689025879,-10.478099822998047,-8.498181343078613,-6.319760799407959,-7.152688026428223,-4.253356456756592,4.0
10,690.0,-12.898798942565918,67.90010070800781,-48.04373550415039,60.76101303100586,14.682355880737305,25.6715145111084,10.237131118774414,10.638323783874512,9.240293502807617,2.160534143447876,-2.209951162338257,8.184207916259766,-3.4010963439941406,1.1258678436279297,-5.079492568969727,2.1681296825408936,-5.290261745452881,-0.29969310760498047,-1.351684331893921,-0.011345683597028255,3.0
11,704.0,-22.425111770629883,51.88977813720703,-0.10326704382896423,23.610807418823242,19.49285316467285,16.00221061706543,-0.68548583984375,7.313847064971924,1.0554680824279785,8.751132011413574,-0.3142792284488678,6.190935134887695,-5.246189594268799,7.997677803039551,1.4580199718475342,0.4174923896789551,-11.18924617767334,2.8077845573425293,2.041694164276123,0.6938598155975342,4.0
12,705.0,-18.24869155883789,52.04079818725586,2.9825801849365234,18.696134567260742,4.443696975708008,21.305389404296875,3.6583030223846436,17.524675369262695,-0.18552537262439728,3.619314670562744,0.06830804795026779,10.33651065826416,-3.3152883052825928,4.247804641723633,-3.0290002822875977,1.873754858970642,-6.6237473487854,1.565286636352539,0.6042421460151672,-0.28654423356056213,4.0
13,706.0,-9.32295036315918,54.26066970825195,19.054656982421875,28.724328994750977,-0.7105796933174133,17.127628326416016,-14.484021186828613,10.639237403869629,1.194566249847412,9.356447219848633,4.181075096130371,2.168628215789795,-4.302093982696533,9.450809478759766,-7.575989246368408,4.092486381530762,-2.397510290145874,-3.867720603942871,-1.524225115776062,0.15723104774951935,4.0
14,708.0,-56.93998718261719,83.5766372680664,24.23236846923828,44.96278381347656,5.955745220184326,2.7511751651763916,-0.7330106496810913,14.105125427246094,-0.4892587661743164,-0.090745709836483,-3.480168342590332,8.24606990814209,-1.7017147541046143,3.467067241668701,-2.9747612476348877,2.8565828800201416,-3.789685010910034,-2.534355878829956,-5.162961959838867,2.8011391162872314,4.0
15,995.0,109.30902099609375,77.6637191772461,-29.82502555847168,13.819146156311035,-14.172115325927734,10.367084503173828,-0.7821915149688721,9.128973007202148,-4.8551859855651855,2.127607583999634,-7.476563453674316,0.2133607268333435,-6.409144878387451,0.6618402004241943,-6.59364128112793,0.09852483868598938,-6.599210739135742,-0.36589550971984863,-6.286008358001709,-0.7371827363967896,4.0
16,998.0,106.0643310546875,69.27003479003906,-7.1970601081848145,5.881551265716553,-7.68474817276001,8.749024391174316,2.5745770931243896,8.995938301086426,-1.5987228155136108,4.0264129638671875,-3.7699756622314453,3.143951892852783,-2.8717026710510254,3.074784278869629,-3.074381113052368,2.836843967437744,-3.8033018112182617,1.4367787837982178,-3.0767879486083984,3.2051689624786377,4.0
17,1039.0,8.944629669189453,91.53312683105469,-27.034671783447266,40.59139633178711,7.235734939575195,15.02296257019043,2.408914566040039,5.456166744232178,2.2778849601745605,7.593081474304199,3.8374745845794678,8.6882963180542,1.0289937257766724,7.164013862609863,-3.091033697128296,5.4235687255859375,1.1826794147491455,3.178602695465088,-0.6445550918579102,2.669088125228882,4.0
18,1040.0,31.781509399414062,75.58470916748047,-15.730208396911621,36.331851959228516,3.593975305557251,28.56783676147461,-7.7538557052612305,7.235963344573975,-2.872556686401367,3.5652308464050293,-9.597829818725586,2.629084348678589,-2.2854056358337402,-2.000488758087158,-6.413946628570557,-0.7127674221992493,-5.649555683135986,1.4569017887115479,-4.460328102111816,3.4418184757232666,4.0
19,1066.0,-217.6758270263672,162.4620361328125,-19.024349212646484,33.87991714477539,2.0883400440216064,6.962330341339111,-1.6574006080627441,2.1466622352600098,-1.7436439990997314,5.8640971183776855,0.317514568567276,2.7568352222442627,-5.209558486938477,0.9402886629104614,-0.1712198555469513,2.966912031173706,0.9214112758636475,2.0321924686431885,0.03184859827160835,0.4442630410194397,3.0
20,1069.0,-43.41951370239258,98.88369750976562,-34.67790985107422,19.398231506347656,-0.8979169726371765,15.230213165283203,-4.5259222984313965,3.310760974884033,2.9802474975585938,10.361342430114746,-7.468966484069824,1.280588150024414,0.26709622144699097,5.616583347320557,0.8530676364898682,5.803185939788818,2.763537645339966,7.5055832862854,3.6992762088775635,0.2268308401107788,4.0
21,1073.0,-48.60913848876953,97.22103881835938,-1.0615075826644897,27.02171516418457,-4.81207799911499,13.923787117004395,4.59808874130249,6.403406620025635,-0.9230974316596985,9.484903335571289,0.2206437885761261,2.3475067615509033,-3.437150239944458,1.4082669019699097,-4.342482089996338,3.20841908454895,-0.9741324186325073,2.0113563537597656,-1.176321268081665,1.4960962533950806,4.0
22,1075.0,-197.38099670410156,81.0456771850586,5.249739170074463,29.553258895874023,12.008275985717773,17.99160385131836,8.761252403259277,11.825987815856934,3.4176971912384033,6.2295660972595215,1.5101754665374756,5.847957134246826,0.8953328728675842,4.7964186668396,0.9379351139068604,5.577141761779785,1.6248899698257446,7.4773688316345215,6.765134811401367,10.532328605651855,5.0
23,1087.0,-36.60742950439453,94.35415649414062,-24.817411422729492,65.07121276855469,-5.407668590545654,16.994421005249023,11.973809242248535,6.032999515533447,1.721806526184082,15.696922302246094,-2.7056467533111572,1.415311336517334,0.5496913194656372,6.352938652038574,-0.3667519986629486,4.459549427032471,-4.151496887207031,-3.8230772018432617,0.9979947805404663,-1.58054518699646,1.0
24,1193.0,-154.98391723632812,141.3090057373047,14.987580299377441,38.395137786865234,10.619714736938477,15.51889705657959,-3.4127755165100098,-0.07424648106098175,-10.887134552001953,-0.692252516746521,-10.405729293823242,-1.648993968963623,-8.603885650634766,-6.426053047180176,-7.839162349700928,-3.7146542072296143,-8.933598518371582,-4.840146064758301,-9.755754470825195,-3.2465951442718506,4.0
